"OPEN","CLOSE","HIGH","LOW","VOLUME","Date"
19105,19175,19200,19030,64140,"2012-12-03"
19170,19120,19180,19090,31288,"2012-12-04"
19100,19115,19155,19070,53704,"2012-12-05"
19115,19120,19165,19105,37010,"2012-12-06"
19135,19140,19190,19105,55544,"2012-12-07"
19170,19280,19325,19150,157526,"2012-12-10"
19275,19075,19280,19065,114356,"2012-12-11"
19110,19150,19175,19065,77004,"2012-12-12"
19160,19180,19240,19135,67814,"2012-12-13"
19155,19230,19245,19145,76050,"2012-12-14"
19280,19390,19450,19255,144326,"2012-12-17"
19415,19340,19420,19300,77136,"2012-12-18"
19370,19285,19370,19245,53108,"2012-12-19"
19260,19185,19290,19115,73476,"2012-12-20"
19185,19190,19265,19160,54222,"2012-12-21"
19230,19195,19235,19145,65504,"2012-12-24"
19200,19210,19240,19170,45204,"2012-12-25"
19230,19240,19305,19210,69660,"2012-12-26"
19270,19210,19315,19200,58326,"2012-12-27"
19185,19070,19215,19040,96528,"2012-12-28"
19010,18950,19075,18870,88234,"2012-12-31"
18940,19045,19060,18910,64100,"2013-01-04"
19010,19225,19250,19000,131476,"2013-01-07"
19250,19225,19295,19190,61894,"2013-01-08"
19240,19260,19370,19200,77330,"2013-01-09"
19260,19265,19295,19210,27944,"2013-01-10"
19290,19320,19330,19260,52356,"2013-01-11"
19355,19380,19435,19330,65032,"2013-01-14"
19380,19395,19515,19340,98664,"2013-01-15"
19440,19540,19555,19420,81740,"2013-01-16"
19570,19550,19590,19500,49564,"2013-01-17"
19590,19600,19615,19505,50846,"2013-01-18"
19615,19475,19615,19470,41906,"2013-01-21"
19460,19505,19525,19440,29330,"2013-01-22"
19580,19720,19805,19550,143910,"2013-01-23"
19745,19785,19795,19650,69114,"2013-01-24"
19910,19870,19980,19835,80308,"2013-01-25"
19785,19875,19885,19770,32142,"2013-01-28"
19735,20445,20445,19730,326102,"2013-01-29"
20400,20325,20460,20275,298162,"2013-01-30"
20345,20275,20395,20230,143930,"2013-01-31"
20300,20130,20530,20110,465920,"2013-02-01"
20175,20200,20265,20100,229654,"2013-02-04"
20115,20175,20325,20070,293224,"2013-02-05"
20180,20020,20275,20020,202272,"2013-02-06"
20000,19770,20015,19750,176456,"2013-02-07"
19760,19700,19830,19700,83800,"2013-02-08"
19680,19810,19885,19650,74680,"2013-02-18"
19840,20030,20125,19840,256684,"2013-02-19"
20080,19960,20195,19955,164588,"2013-02-20"
19910,19815,19980,19685,162064,"2013-02-21"
19790,19895,19975,19750,151382,"2013-02-22"
19825,19800,19920,19730,130202,"2013-02-25"
19695,19675,19780,19650,95736,"2013-02-26"
19725,19715,19800,19680,86614,"2013-02-27"
19870,19875,19935,19835,127534,"2013-02-28"
19900,19840,19940,19800,108534,"2013-03-01"
19865,20090,20125,19835,195448,"2013-03-04"
20140,20100,20420,20060,330612,"2013-03-05"
20155,20160,20295,20115,175682,"2013-03-06"
20200,20135,20280,20115,111082,"2013-03-07"
20115,20250,20250,20065,124188,"2013-03-08"
20220,20155,20245,20130,76884,"2013-03-11"
20180,20100,20210,20020,86464,"2013-03-12"
20160,20300,20320,20110,192090,"2013-03-13"
20375,20300,20395,20210,159476,"2013-03-14"
20420,20370,20550,20345,234404,"2013-03-15"
20330,20140,20420,19740,168408,"2013-03-18"
20115,20160,20230,20115,75324,"2013-03-19"
20180,20160,20215,20130,52974,"2013-03-20"
20100,20170,20205,20065,77552,"2013-03-21"
20185,20160,20270,20140,78712,"2013-03-22"
20100,20140,20180,20075,48346,"2013-03-25"
